"","KIDS","SNAP","FINC","NPL","AGE","FERH"
"634",1,"No",75600,3,32.3333333333333,"No"
"635",3,"No",190000,5,22.8,"No"
"636",1,"No",157000,3,38.3333333333333,"No"
"637",3,"No",127600,6,24,"No"
"638",3,"Yes",35900,5,26.8,"No"
"639",2,"No",47000,4,29,"No"
"640",3,"No",42530,7,37.8571428571429,"No"
"641",2,"No",92800,4,22.25,"No"
"642",3,"Yes",40000,5,14.4,"No"
"643",2,"Yes",7460,3,22.6666666666667,"No"
"644",1,"No",98000,3,40.3333333333333,"No"
"645",1,"No",62000,3,18,"Yes"
"646",3,"No",160000,5,20,"No"
"647",1,"No",75000,3,37.3333333333333,"No"
"648",2,"No",147200,4,20.25,"No"
"649",3,"No",138000,5,25,"No"
"650",2,"No",130000,4,23,"No"
"651",2,"Yes",24500,4,25.5,"No"
"652",2,"No",428000,3,25.6666666666667,"No"
"653",1,"Yes",16000,3,23.3333333333333,"No"
"654",1,"No",45000,2,25.5,"No"
"655",2,"No",155000,4,33.75,"No"
"656",1,"No",70000,3,21.6666666666667,"Yes"
"657",2,"No",139000,3,23.6666666666667,"No"
"658",3,"Yes",33800,5,12.2,"No"
"659",1,"Yes",8340,2,12.5,"No"
"660",1,"No",170000,3,25,"No"
"661",1,"No",90000,3,25.6666666666667,"No"
"662",1,"No",920,4,35.75,"No"
"663",2,"No",314000,4,30.25,"No"
"664",1,"No",66600,4,35.75,"No"
"665",3,"No",139760,6,28.5,"No"
"666",2,"Yes",18100,4,25.25,"No"
"667",2,"No",566080,4,34.5,"No"
"668",1,"No",175000,3,38.6666666666667,"No"
"669",5,"No",24700,6,13.6666666666667,"No"
"670",2,"No",45000,4,27.5,"No"
"671",2,"No",47000,4,26.75,"No"
"672",1,"No",16100,2,30,"No"
"673",1,"No",219000,3,31.3333333333333,"No"
"674",2,"No",72700,5,23.8,"No"
"675",2,"No",38900,4,27,"No"
"676",2,"No",180000,4,18.75,"No"
"677",2,"No",380000,4,27.25,"No"
"678",2,"Yes",52500,6,21.5,"No"
"679",3,"No",49100,4,19.5,"No"
"680",1,"No",111400,4,30.5,"No"
"681",1,"No",54000,3,22,"No"
"682",1,"No",29500,3,21.6666666666667,"No"
"683",5,"Yes",62800,9,25.3333333333333,"No"
"684",2,"No",125000,4,30,"No"
"685",1,"No",27000,2,22.5,"No"
"686",1,"No",82000,3,22.6666666666667,"No"
"687",1,"No",63100,4,44.75,"No"
"688",3,"No",192000,5,24.8,"No"
"689",1,"No",79000,3,33.3333333333333,"No"
"690",1,"No",238000,3,19.6666666666667,"Yes"
"691",1,"No",80000,4,36,"No"
"692",1,"No",99000,3,51.6666666666667,"No"
"693",2,"No",62000,5,29.4,"No"
"694",2,"Yes",64300,4,23.25,"No"
"695",2,"No",50000,3,15.3333333333333,"No"
"696",2,"No",156000,4,27.25,"No"
"697",2,"No",83340,6,35.5,"No"
"698",2,"No",41300,5,23,"Yes"
"699",2,"No",160000,4,18,"Yes"
"700",1,"No",185000,3,24,"No"
"701",3,"No",16000,5,22.6,"No"
"702",1,"No",163000,3,21,"No"
"703",2,"No",3e+05,4,30.25,"No"
"704",3,"No",310000,5,19.6,"No"
"705",2,"No",290000,4,18.5,"Yes"
"706",1,"No",295000,3,29.6666666666667,"No"
"707",2,"Yes",93200,6,33.1666666666667,"No"
"708",2,"No",140300,7,28.5714285714286,"No"
"709",3,"No",65200,5,15.8,"No"
"710",1,"No",49700,4,37.75,"No"
"711",1,"No",60500,3,28,"No"
"712",1,"No",102500,2,34.5,"No"
"713",2,"No",185000,4,28.5,"No"
"714",3,"No",134000,5,17.6,"No"
"715",1,"No",332500,4,35,"No"
"716",3,"No",100700,6,20.5,"No"
"717",2,"No",36000,4,18.75,"Yes"
"718",2,"No",566000,4,25.5,"No"
"719",1,"No",179000,3,35.3333333333333,"No"
"720",1,"No",59000,3,18.3333333333333,"No"
"721",3,"No",125700,5,29,"No"
"722",2,"No",32200,4,23.25,"No"
"723",3,"No",130000,5,26.8,"No"
"724",1,"No",174900,3,37.3333333333333,"No"
"725",2,"No",173800,6,23.5,"No"
"726",2,"No",83000,3,28,"No"
"727",7,"Yes",13000,9,15.4444444444444,"No"
"728",1,"No",130000,3,36.3333333333333,"No"
"729",2,"No",93500,4,25.75,"No"
"730",1,"No",31200,3,21.6666666666667,"No"
"731",2,"No",155350,4,25.5,"No"
"732",2,"No",107100,4,15.25,"No"
"733",1,"Yes",92440,5,39.2,"No"
"734",3,"No",30000,5,22.2,"No"
"735",2,"No",170000,4,27.75,"No"
"736",1,"No",46000,3,32.3333333333333,"No"
"737",2,"No",395000,4,22,"No"
"738",1,"No",92000,3,19,"Yes"
"739",3,"No",176400,5,16.2,"No"
"740",1,"No",80100,2,25,"No"
"741",2,"No",89000,9,24.7777777777778,"No"
"742",2,"No",182000,4,23.75,"No"
"743",1,"No",113000,4,33,"No"
"744",1,"No",192000,4,28.5,"No"
"745",2,"No",99500,4,34.25,"No"
"746",1,"No",99500,3,25.6666666666667,"No"
"747",3,"Yes",27500,5,20.2,"No"
"748",1,"No",65000,3,28,"No"
"749",3,"Yes",146320,9,28.1111111111111,"No"
"750",1,"No",62000,3,24.6666666666667,"No"
"751",1,"No",120000,4,36.75,"No"
"752",3,"No",145000,5,24,"No"
"753",3,"Yes",202200,6,21.6666666666667,"No"
"754",1,"No",152400,3,28.3333333333333,"No"
"755",2,"No",262000,4,26.5,"No"
"756",2,"Yes",32180,4,24.25,"No"
"757",5,"Yes",24000,6,12.6666666666667,"Yes"
"758",1,"No",87000,3,29.6666666666667,"No"
"759",3,"Yes",32200,4,17.75,"No"
"760",2,"No",186000,4,27.25,"No"
"761",1,"No",511500,3,24,"No"
"762",2,"No",193000,4,17.75,"Yes"
"763",2,"No",28400,4,21.25,"No"
"764",2,"No",107400,4,15.25,"No"
"765",1,"No",114900,5,37.2,"Yes"
"766",1,"Yes",29500,2,16.5,"No"
"767",2,"No",77500,3,19.6666666666667,"No"
"768",2,"No",219000,4,27.75,"No"
"769",2,"No",109000,3,26,"No"
"770",1,"No",10000,2,13,"No"
"771",1,"No",171000,6,29.6666666666667,"No"
"772",3,"No",34000,5,17.8,"Yes"
"773",3,"No",351200,4,20.25,"No"
"774",1,"No",106800,3,43.3333333333333,"No"
"775",1,"No",70000,3,31.3333333333333,"No"
"776",1,"No",105000,3,41.3333333333333,"No"
"777",1,"No",59000,4,22.75,"No"
"778",1,"No",23100,2,28.5,"No"
"779",2,"No",138600,4,29.5,"No"
"780",2,"No",79000,4,16.75,"No"
"781",2,"Yes",19000,3,17.3333333333333,"No"
"782",1,"No",24400,2,36.5,"No"
"783",1,"No",1e+05,3,19.6666666666667,"No"
"784",2,"No",173000,4,30.5,"No"
"785",2,"No",280000,4,24.75,"No"
"786",1,"No",55000,2,26.5,"No"
"787",1,"No",68000,2,22,"No"
"788",1,"No",126300,3,33.6666666666667,"No"
"789",1,"No",124700,4,30.25,"No"
"790",1,"Yes",38000,3,17,"No"
"791",1,"No",53000,3,21,"Yes"
"792",1,"No",150000,3,40.3333333333333,"No"
"793",3,"No",11600,4,13.25,"No"
"794",3,"Yes",59500,6,15.1666666666667,"No"
"795",1,"No",264400,4,37,"No"
"796",1,"No",280000,3,28.6666666666667,"No"
"797",3,"No",41400,5,25,"No"
"798",1,"No",107300,4,38.75,"No"
"799",3,"No",19200,5,20.2,"No"
"800",1,"No",130900,5,49.8,"No"
"801",1,"No",149000,3,22.3333333333333,"Yes"
"802",1,"No",65000,3,20,"Yes"
"803",4,"No",141000,7,22.4285714285714,"No"
"804",4,"Yes",42300,5,18.2,"No"
"805",2,"No",107400,4,30.5,"No"
"806",2,"No",120000,4,18.25,"No"
"807",1,"No",0,2,26.5,"No"
"808",1,"No",75000,3,23.3333333333333,"No"
"809",1,"Yes",10000,2,32,"No"
"810",1,"No",25700,3,25.6666666666667,"No"
"811",1,"Yes",46200,5,33,"No"
"812",1,"No",40000,3,23.6666666666667,"No"
"813",3,"No",160000,5,21.4,"No"
"814",1,"No",36000,3,24,"No"
"815",2,"No",178000,4,27.5,"No"
"816",1,"No",183000,3,23,"No"
"817",1,"No",115500,4,39.25,"No"
"818",1,"No",62000,3,26.3333333333333,"No"
"819",1,"No",393000,3,33.6666666666667,"No"
"820",1,"No",149100,4,38.25,"No"
"821",3,"No",48400,5,24,"No"
"822",1,"No",26000,3,20.3333333333333,"No"
"823",2,"No",175000,3,26.6666666666667,"No"
"824",3,"No",79000,5,32,"No"
"825",2,"No",236100,4,36.75,"No"
"826",2,"No",105000,4,21.5,"No"
"827",1,"No",52500,3,27.3333333333333,"No"
"828",2,"Yes",41200,3,26.6666666666667,"No"
"829",2,"No",264000,4,16.75,"Yes"
"830",1,"No",152000,3,31,"No"
"831",2,"No",128030,4,14.75,"Yes"
"832",3,"No",43700,6,28,"No"
"833",2,"Yes",27000,5,32.8,"No"
"834",1,"Yes",26000,2,16.5,"No"
"835",1,"No",83400,3,30,"No"
"836",2,"No",130000,4,16.5,"Yes"
"837",4,"No",71000,6,19.5,"No"
"838",3,"Yes",6600,4,12.75,"No"
"839",2,"No",155000,4,29.25,"No"
"840",1,"No",107000,2,34.5,"No"
"841",2,"No",276200,4,25.25,"No"
"842",3,"Yes",50000,4,17,"No"
"843",1,"No",103800,3,27,"No"
"844",2,"No",260200,4,22.75,"No"
"845",2,"No",146000,4,32.25,"No"
"846",1,"No",105100,5,28.4,"No"
"847",1,"No",50700,4,52.25,"No"
"848",3,"Yes",12700,5,18.6,"No"
"849",5,"Yes",54000,7,21.4285714285714,"No"
"850",1,"Yes",99920,4,50.75,"No"
"851",2,"No",162600,4,22.75,"No"
"852",2,"No",666000,4,24,"No"
"853",1,"No",70000,2,38,"No"
"854",2,"No",150200,4,26.5,"No"
"855",2,"No",1150800,4,39.75,"No"
"856",1,"No",237400,6,39,"No"
"857",1,"No",349000,3,22.6666666666667,"No"
"858",3,"Yes",25970,4,14.25,"No"
"859",1,"No",50000,3,17.3333333333333,"No"
"860",1,"No",261700,3,25.3333333333333,"Yes"
"861",1,"No",148800,3,36.3333333333333,"No"
"862",3,"No",319600,7,33,"No"
"863",2,"No",675000,4,28.75,"No"
"864",4,"No",85300,8,30,"No"
"865",1,"Yes",12060,2,26.5,"No"
"866",1,"No",49500,5,22,"No"
"867",3,"No",229000,5,27.2,"No"
"868",1,"Yes",12100,4,25.75,"No"
"869",2,"No",255000,5,28.4,"No"
"870",1,"No",127000,4,35.25,"No"
"871",2,"Yes",23500,3,14.3333333333333,"No"
"872",2,"No",766000,4,20.5,"No"
"873",1,"No",8160,2,27.5,"No"
"874",1,"No",66200,4,35,"Yes"
"875",1,"No",78200,3,38.3333333333333,"No"
"876",1,"No",83000,5,32.6,"No"
"877",1,"No",78400,2,28.5,"No"
"878",1,"No",730000,4,35.5,"No"
"879",2,"No",17000,3,21.6666666666667,"No"
"880",1,"No",172500,4,41.25,"No"
"881",1,"No",280000,5,32,"No"
"882",2,"No",206200,4,28.25,"No"
"883",1,"No",17600,2,24,"No"
"884",2,"No",67530,4,16,"Yes"
"885",4,"No",253800,6,25.1666666666667,"No"
"886",2,"No",220000,4,31.75,"No"
"887",2,"No",566000,4,27.25,"No"
"888",2,"No",21100,3,14.6666666666667,"No"
"889",1,"No",30000,3,30,"No"
"890",1,"No",4170,4,27,"No"
"891",1,"No",110000,3,27.6666666666667,"No"
"892",3,"No",162000,6,26.8333333333333,"No"
"893",1,"No",242810,3,28,"No"
"894",4,"No",140000,6,16.1666666666667,"No"
"895",2,"No",613000,4,31.75,"No"
"896",1,"Yes",43600,3,38.3333333333333,"No"
"897",1,"Yes",76100,4,48.5,"No"
"898",3,"No",163000,5,27.4,"No"
"899",1,"No",69000,3,29,"No"
"900",2,"No",175000,4,30.75,"No"
"901",2,"No",275000,4,23.25,"No"
"902",3,"Yes",16100,4,12.25,"No"
"903",1,"Yes",20000,2,18,"No"
"904",1,"No",153500,4,27.75,"No"
"905",2,"Yes",104600,6,30.5,"No"
"906",3,"No",55120,5,24.2,"No"
"907",2,"No",67800,4,31.25,"No"
"908",2,"No",56900,4,21.75,"No"
"909",2,"No",210500,4,25.5,"No"
"910",2,"No",180000,4,24.25,"No"
"911",4,"No",650400,6,20.3333333333333,"No"
"912",2,"No",126500,4,27.5,"No"
"913",1,"No",168000,3,25.3333333333333,"No"
"914",2,"Yes",70000,5,34,"No"
"915",2,"No",203900,4,31.5,"No"
"916",2,"Yes",16000,4,31.5,"No"
"917",1,"No",103800,6,25.1666666666667,"No"
"918",1,"Yes",0,3,32.3333333333333,"No"
"919",1,"No",45900,3,38,"No"
"920",1,"Yes",16000,3,28.6666666666667,"No"
"921",2,"No",120300,4,29.25,"No"
"922",2,"Yes",69000,4,23.25,"No"
"923",3,"No",56000,5,14.4,"No"
"924",2,"No",78550,4,34.25,"No"
"925",4,"No",36000,5,17.4,"No"
"926",2,"No",100600,5,30.8,"No"
"927",1,"No",90000,3,21.3333333333333,"No"
"928",1,"No",126000,3,42.6666666666667,"No"
"929",2,"No",215000,5,35.4,"No"
"930",1,"No",29000,2,30.5,"No"
"931",1,"Yes",29700,2,35,"No"
"932",1,"No",278200,4,40,"No"
"933",3,"No",335000,5,15.8,"Yes"
"934",1,"No",0,3,26.3333333333333,"No"
"935",1,"No",30000,3,23,"No"
"936",2,"No",120000,4,22.5,"No"
"937",1,"No",140000,5,25.4,"No"
"938",1,"No",184000,3,27.6666666666667,"No"
"939",1,"No",1e+05,2,21.5,"No"
"940",1,"No",68000,3,25.6666666666667,"No"
"941",3,"Yes",15720,6,31.1666666666667,"No"
"942",1,"No",167000,5,34.6,"No"
"943",3,"Yes",8400,4,11.25,"No"
"944",1,"No",70200,4,36.75,"No"
"945",1,"No",67000,3,34,"No"
"946",3,"No",281140,5,26.2,"No"
"947",1,"Yes",9100,3,29.6666666666667,"No"
"948",2,"No",170000,4,26.5,"No"
"949",2,"No",270000,4,25.5,"No"
"950",2,"No",722600,4,32.25,"No"
"951",2,"No",78000,4,26.75,"No"
"952",2,"No",101200,4,21.5,"No"
"953",1,"No",95000,3,26.3333333333333,"No"
"954",1,"No",30350,5,40.4,"No"
"955",1,"No",254100,5,36.4,"No"
"956",4,"No",0,5,14.2,"No"
"957",1,"No",53200,4,33,"Yes"
"958",2,"No",15000,3,17,"No"
"959",2,"Yes",17000,3,20.3333333333333,"No"
"960",2,"No",165000,4,16.75,"No"
"961",2,"No",47900,3,11.3333333333333,"No"
"962",2,"No",160370,4,28,"No"
"963",3,"No",146510,5,21.4,"No"
"964",2,"No",101400,4,17.75,"No"
"965",1,"No",54000,3,34,"No"
"966",2,"No",174000,4,20,"No"
"967",1,"No",147000,4,34,"Yes"
"968",3,"No",75000,5,16,"Yes"
"969",2,"Yes",131600,5,33.4,"No"
"970",1,"Yes",30950,3,19.6666666666667,"No"
"971",1,"No",37000,4,21.75,"Yes"
"972",1,"No",97500,3,27,"No"
"973",1,"No",96000,2,20,"No"
"974",2,"No",604000,4,30,"No"
"975",2,"No",12000,4,46,"No"
"976",1,"No",68000,4,54.75,"No"
"977",1,"No",180000,3,33.3333333333333,"No"
"978",2,"No",88000,4,27.5,"No"
"979",2,"No",65400,5,23.8,"No"
"980",3,"No",88000,5,19.6,"No"
"981",1,"No",96000,4,34.75,"No"
"982",3,"No",121500,5,26.8,"No"
"983",2,"No",95000,4,31,"No"
"984",1,"No",1e+05,3,17.3333333333333,"No"
"985",1,"No",130500,4,31.25,"No"
"986",1,"No",51100,3,31.6666666666667,"No"
"987",3,"No",18000,4,20.5,"No"
"988",1,"No",121000,6,44.3333333333333,"No"
"989",3,"No",110600,6,23,"No"
"990",3,"No",95000,5,25.4,"No"
"991",3,"No",193000,5,25.8,"No"
"992",1,"No",45600,2,38.5,"No"
"993",1,"Yes",161850,5,30.8,"Yes"
"994",2,"No",82000,4,20,"No"
"995",1,"Yes",7000,3,34.6666666666667,"Yes"
"996",2,"No",120000,4,21.5,"No"
"997",2,"No",180000,4,14.5,"Yes"
"998",1,"No",110000,3,43,"No"
"999",2,"No",89000,4,19,"No"
"1000",2,"Yes",46300,4,34.5,"No"
"1001",2,"Yes",15000,3,22.3333333333333,"No"
"1002",2,"No",2e+05,4,26.75,"No"
"1003",2,"Yes",53000,4,26.25,"No"
"1004",1,"No",34800,3,29,"No"
"1005",1,"No",218000,3,22.3333333333333,"Yes"
"1006",2,"Yes",39500,6,34.5,"No"
"1007",3,"No",132800,5,24.8,"No"
"1008",2,"No",140000,4,23.25,"No"
"1009",2,"No",61100,3,27,"No"
"1010",2,"No",219000,4,23,"No"
"1011",1,"No",28200,3,22.3333333333333,"No"
"1012",3,"No",305000,5,24.4,"No"
"1013",1,"No",28400,2,27.5,"No"
"1014",1,"No",44000,2,30,"No"
"1015",1,"No",188000,4,32.5,"No"
"1016",2,"Yes",187500,6,38.8333333333333,"No"
"1017",2,"No",412000,4,29,"No"
"1018",1,"No",213000,3,40,"No"
"1019",1,"No",145000,3,20.3333333333333,"Yes"
"1020",2,"No",27000,3,20,"No"
"1021",1,"No",285000,3,38,"No"
"1022",2,"Yes",9100,4,20,"No"
"1023",1,"Yes",132500,4,32.75,"No"
"1024",1,"No",107500,3,28.6666666666667,"No"
"1025",4,"No",89000,6,21.6666666666667,"No"
"1026",1,"No",80000,3,26.3333333333333,"No"
"1027",1,"No",236530,3,44,"No"
"1028",2,"No",85000,4,17.25,"No"
"1029",1,"No",140000,3,36,"No"
"1030",1,"No",1e+05,3,31,"No"
"1031",1,"No",201000,3,35.6666666666667,"No"
"1032",1,"No",67000,3,38.6666666666667,"No"
"1033",1,"No",74000,4,39.5,"No"
"1034",1,"No",131000,3,47.3333333333333,"No"
"1035",1,"No",120000,3,23.6666666666667,"No"
"1036",1,"No",410000,3,43.6666666666667,"No"
"1037",1,"No",75000,4,33.75,"No"
"1038",1,"No",13300,3,19.6666666666667,"No"
"1039",1,"No",110000,3,30.3333333333333,"No"
"1040",1,"No",52000,2,24,"No"
"1041",3,"No",84600,5,20.8,"No"
"1042",1,"No",64020,3,21.6666666666667,"Yes"
"1043",2,"Yes",36000,4,29,"Yes"
"1044",2,"No",119800,4,25.5,"No"
"1045",2,"No",185000,4,28.5,"No"
"1046",1,"No",40870,3,35.3333333333333,"No"
"1047",2,"Yes",65970,5,33.4,"Yes"
"1048",2,"No",81000,4,22,"No"
"1049",1,"No",86400,5,27.8,"No"
"1050",1,"No",40000,2,26,"No"
"1051",2,"No",151500,4,35.5,"No"
"1052",2,"No",84100,5,25.2,"Yes"
"1053",1,"No",192000,3,40.6666666666667,"No"
"1054",2,"No",60000,4,12.5,"No"
"1055",2,"No",182500,4,20.75,"No"
"1056",1,"No",182000,3,37.3333333333333,"No"
"1057",3,"No",143000,5,28.2,"No"
"1058",2,"No",349000,4,27.5,"No"
"1059",2,"No",209000,4,20.75,"No"
"1060",1,"No",217500,3,37.3333333333333,"No"
"1061",3,"No",96000,5,19.2,"No"
"1062",3,"No",295000,5,23.6,"No"
"1063",1,"No",99000,3,29.3333333333333,"No"
"1064",1,"No",133000,3,34.6666666666667,"No"
"1065",1,"No",105100,3,36.6666666666667,"No"
"1066",1,"No",60000,3,19.6666666666667,"No"
"1067",1,"No",122200,3,26,"No"
"1068",1,"No",87700,3,32,"No"
"1069",1,"No",122000,4,48.75,"No"
"1070",2,"No",566000,4,23.75,"No"
"1071",1,"No",119600,4,37,"No"
"1072",1,"No",189000,3,37.3333333333333,"No"
"1073",1,"Yes",99000,4,47,"No"
"1074",2,"No",80000,4,24.75,"No"
"1075",3,"No",129000,5,18.6,"No"
"1076",2,"No",122000,4,24.25,"No"
"1077",3,"No",47000,5,29,"No"
"1078",2,"No",137400,4,30,"No"
"1079",1,"No",201000,3,44,"No"
"1080",3,"No",185000,5,20.6,"No"
"1081",2,"No",83000,4,25,"No"
"1082",3,"No",75000,5,21.4,"No"
"1083",2,"No",162000,4,33.75,"No"
"1084",2,"No",92000,4,21.5,"No"
"1085",3,"No",175000,5,19.2,"No"
"1086",2,"No",105000,4,28.75,"No"
"1087",4,"Yes",45800,6,11.8333333333333,"Yes"
"1088",3,"No",171800,5,22.2,"No"
"1089",2,"Yes",67000,4,19.25,"No"
"1090",2,"No",120000,4,16.75,"Yes"
"1091",1,"No",163000,3,37,"No"
"1092",1,"No",136000,3,24.3333333333333,"Yes"
"1093",1,"No",65700,5,29.4,"No"
"1094",1,"No",2e+05,3,27,"No"
"1095",1,"Yes",8900,3,40.6666666666667,"Yes"
"1096",1,"No",258060,3,27,"No"
"1097",2,"Yes",10300,3,11.6666666666667,"No"
"1098",2,"No",250000,3,25,"No"
"1099",1,"No",40000,2,33.5,"No"
"1100",2,"No",87000,4,22.25,"No"
"1101",1,"No",114300,5,30.2,"Yes"
"1102",1,"No",75000,3,25.3333333333333,"No"
"1103",3,"No",35000,4,16.25,"No"
"1104",1,"No",60800,5,37.8,"No"
"1105",1,"No",62700,4,34.75,"No"
"1106",1,"No",91700,5,34.4,"Yes"
"1107",2,"No",43000,3,15,"No"
"1108",2,"No",2e+05,4,19,"No"
"1109",1,"No",53000,3,39.6666666666667,"No"
"1110",2,"No",60000,4,15.5,"No"
"1111",1,"No",32480,2,27.5,"No"
"1112",2,"No",90000,4,28.5,"No"
"1113",1,"No",98000,2,34.5,"No"
"1114",2,"No",160300,4,27.5,"No"
"1115",2,"Yes",15700,3,31,"No"
"1116",2,"No",445000,4,30,"No"
"1117",3,"No",116000,5,22.2,"No"
"1118",2,"No",156000,3,23.6666666666667,"No"
"1119",2,"No",90000,3,16,"No"
"1120",1,"Yes",16480,2,35.5,"No"
"1121",2,"No",280000,4,27.75,"No"
"1122",1,"No",186080,3,39.6666666666667,"No"
"1123",2,"No",34500,4,27.75,"No"
"1124",1,"No",122050,4,32,"No"
"1125",2,"No",120000,4,19.25,"No"
"1126",2,"Yes",7200,4,14.25,"Yes"
"1127",3,"No",93000,5,21.4,"No"
"1128",1,"No",30800,2,41.5,"No"
"1129",2,"No",85100,6,28,"No"
"1130",1,"No",164000,6,40.6666666666667,"No"
"1131",2,"No",30000,4,21.25,"No"
"1132",1,"No",666000,3,25.3333333333333,"No"
"1133",1,"No",92800,4,31.25,"No"
"1134",2,"No",22700,5,31.6,"Yes"
"1135",1,"No",38000,3,24.6666666666667,"No"
"1136",2,"No",81000,4,31,"No"
"1137",1,"No",2e+05,3,39,"No"
"1138",1,"Yes",219100,5,34,"No"
"1139",2,"No",117000,4,18.75,"No"
"1140",1,"No",145000,3,34,"No"
"1141",1,"Yes",18800,3,23.3333333333333,"Yes"
"1142",2,"No",335000,4,27.75,"No"
"1143",1,"No",114000,5,34.6,"No"
"1144",3,"No",152000,5,21.2,"No"
"1145",1,"No",110000,4,32.25,"Yes"
"1146",3,"Yes",6000,4,10.5,"Yes"
"1147",1,"Yes",35000,2,25,"No"
"1148",1,"No",37000,3,23.6666666666667,"No"
"1149",2,"Yes",42300,5,20.8,"No"
"1150",2,"No",135600,5,41.2,"No"
"1151",1,"No",30000,3,24.6666666666667,"No"
"1152",2,"No",144900,4,30.75,"No"
"1153",2,"No",196000,4,36.75,"No"
"1154",1,"No",163600,5,34.4,"No"
"1155",4,"No",221000,6,21.1666666666667,"No"
"1156",1,"No",55000,3,21.3333333333333,"No"
"1157",3,"No",561500,6,19,"No"
"1158",1,"No",14600,2,20,"No"
"1159",1,"No",150000,3,29.6666666666667,"No"
"1160",2,"No",646000,4,19.75,"No"
"1161",2,"No",79000,4,26.75,"No"
"1162",2,"No",183050,4,28.5,"No"
"1163",2,"No",350000,4,24,"No"
"1164",1,"Yes",1500,2,28.5,"No"
"1165",4,"Yes",42000,6,17.6666666666667,"No"
"1166",2,"No",99000,4,25.5,"No"
"1167",3,"No",92500,6,22.6666666666667,"No"
"1168",1,"No",35000,2,26,"No"
"1169",2,"No",84040,4,24.25,"No"
"1170",2,"No",217000,4,27.5,"No"
"1171",2,"No",166000,6,25.6666666666667,"No"
"1172",2,"No",78000,4,24.75,"No"
"1173",1,"No",118600,4,26,"No"
"1174",2,"No",127800,4,18.75,"No"
"1175",1,"No",40,3,39.3333333333333,"No"
"1176",1,"No",75000,2,31,"No"
"1177",1,"Yes",15700,2,27,"No"
"1178",2,"No",43000,3,19.6666666666667,"No"
"1179",1,"No",30800,2,14,"Yes"
"1180",2,"No",184030,4,36,"No"
"1181",2,"No",31700,4,23,"No"
"1182",1,"No",84000,3,25.6666666666667,"No"
"1183",1,"No",320000,3,23.3333333333333,"No"
"1184",1,"No",44100,3,39.3333333333333,"No"
"1185",2,"No",315000,4,31.25,"No"
"1186",1,"No",107800,3,41.6666666666667,"No"
"1187",1,"No",33000,2,18,"No"
"1188",2,"No",111350,4,37.75,"No"
"1189",2,"Yes",15310,5,23.8,"No"
"1190",1,"No",226000,3,38.6666666666667,"No"
"1191",2,"No",120300,3,24.6666666666667,"No"
"1192",1,"No",129000,3,36,"No"
"1193",4,"No",76000,6,20,"No"
"1194",1,"Yes",318000,4,38.75,"No"
"1195",3,"No",129900,5,29.2,"No"
"1196",1,"No",175000,3,22.6666666666667,"Yes"
"1197",2,"No",158800,8,27.25,"Yes"
"1198",2,"No",72000,4,17.75,"No"
"1199",2,"No",80000,4,14,"Yes"
"1200",2,"No",190000,4,24,"No"
"1201",2,"No",198500,4,31.75,"No"
"1202",1,"Yes",2600,2,26,"No"
"1203",1,"No",1e+05,2,33.5,"No"
"1204",2,"No",155380,5,31,"No"
"1205",3,"No",60200,5,21.4,"No"
"1206",3,"No",3e+05,5,19.4,"No"
"1207",1,"No",34600,3,19,"No"
"1208",1,"No",60250,2,28,"No"
"1209",2,"No",65900,4,28.75,"No"
"1210",1,"No",93000,3,22,"Yes"
"1211",3,"No",64600,5,16.4,"No"
"1212",2,"No",89000,4,17.5,"Yes"
"1213",1,"No",66000,3,28,"No"
"1214",1,"Yes",41000,2,42.5,"No"
"1215",2,"No",4e+05,4,31,"No"
"1216",3,"No",741000,5,23.2,"No"
"1217",2,"No",201900,4,28,"No"
"1218",1,"No",203000,4,31.5,"No"
"1219",2,"No",115380,4,28.5,"No"
"1220",1,"No",167000,3,38.6666666666667,"No"
"1221",2,"No",142000,4,22.25,"No"
"1222",2,"No",111350,3,23.6666666666667,"No"
"1223",1,"No",77000,4,37,"No"
"1224",2,"No",63000,3,14,"No"
"1225",1,"Yes",104000,3,34.3333333333333,"No"
"1226",1,"No",124300,3,36.3333333333333,"No"
"1227",2,"No",715000,4,26.5,"No"
"1228",2,"No",63000,5,39.6,"No"
"1229",1,"No",172000,3,25.6666666666667,"No"
"1230",3,"No",566000,5,23.4,"No"
"1231",1,"No",122000,3,31,"No"
"1232",1,"No",80000,3,17.6666666666667,"Yes"
"1233",1,"No",64400,3,33,"No"
"1234",1,"No",125000,3,30.6666666666667,"No"
"1235",2,"No",163200,4,30,"No"
"1236",1,"Yes",26400,3,25.6666666666667,"No"
"1237",1,"No",14600,2,20,"No"
"1238",1,"No",22200,3,37.6666666666667,"No"
"1239",2,"No",124000,3,26,"No"
"1240",1,"No",125000,3,19.6666666666667,"Yes"
"1241",1,"No",110000,3,30.6666666666667,"No"
"1242",2,"Yes",75800,4,24.25,"No"
"1243",2,"No",324000,4,23.5,"No"
"1244",2,"No",94100,3,25.6666666666667,"No"
"1245",1,"No",203500,3,34,"No"
"1246",2,"No",72000,4,31.5,"No"
"1247",2,"No",387000,4,25.75,"No"
"1248",3,"No",380000,5,16.2,"Yes"
"1249",2,"No",240000,5,24.2,"No"
"1250",1,"No",159000,3,22.3333333333333,"Yes"
"1251",1,"No",271200,5,45.6,"No"
"1252",1,"No",41200,3,46,"No"
"1253",1,"Yes",18600,2,25,"No"
"1254",2,"No",62300,4,32.25,"No"
"1255",2,"No",142400,4,27.5,"No"
